person_id,day,dow,weekend,work_hours,screen_evening_h,sleep_hours,sleep_onset_h,steps,social_msgs,latent_stress,burnout,burnout_prob_true
532,20,6,True,4.34,3.2,6.23,24.59,7543,43,0.482,0,0.119
532,21,0,False,9.86,3.35,7.16,23.49,5910,26,0.482,0,0.119
532,22,1,False,10.49,2.32,7.32,23.65,7025,28,0.482,0,0.119
532,23,2,False,7.64,2.3,7.13,24.44,6466,25,0.482,0,0.119
532,24,3,False,9.92,3.95,7.3,24.03,9278,35,0.482,0,0.119
532,25,4,False,8.8,2.28,4.17,24.13,5641,23,0.482,0,0.119
532,26,5,True,2.74,2.48,8.07,24.63,11405,7,0.482,0,0.119
532,27,6,True,3.89,3.22,8.04,23.92,7696,34,0.482,0,0.119
532,28,0,False,8.63,2.56,6.81,23.37,8216,14,0.482,0,0.119
532,29,1,False,8.67,2.73,7.25,24.42,9373,43,0.482,0,0.119
532,30,2,False,10.77,2.91,6.27,22.98,6239,18,0.482,0,0.119
532,31,3,False,7.7,3.06,8.35,25.09,8707,14,0.482,0,0.119
532,32,4,False,10.93,1.93,5.5,22.86,9404,37,0.482,0,0.119
532,33,5,True,3.29,3.63,6.61,23.5,8717,6,0.482,0,0.119
532,34,6,True,4.34,2.65,6.88,24.63,8221,21,0.482,0,0.119
532,35,0,False,9.04,2.78,5.81,22.69,7653,41,0.482,0,0.119
532,36,1,False,10.69,3.01,5.95,22.42,3215,41,0.482,0,0.119
532,37,2,False,10.0,1.51,5.79,22.41,7926,32,0.482,0,0.119
532,38,3,False,9.9,3.29,4.54,23.56,8148,24,0.482,0,0.119
532,39,4,False,8.7,3.12,6.83,23.67,8586,32,0.482,0,0.119
532,40,5,True,4.21,3.32,6.51,23.75,6623,28,0.482,0,0.119
532,41,6,True,2.52,3.11,6.77,24.27,6613,33,0.482,0,0.119
532,42,0,False,8.9,3.12,7.79,25.61,5686,27,0.482,0,0.119
532,43,1,False,9.29,3.11,5.18,24.39,6580,32,0.482,0,0.119
532,44,2,False,7.98,3.85,7.12,23.96,8222,31,0.482,0,0.119
532,45,3,False,8.94,2.69,6.09,24.82,9318,18,0.482,0,0.119
532,46,4,False,7.43,3.69,6.09,23.91,4761,30,0.482,0,0.119
532,47,5,True,2.08,3.88,6.17,24.55,8007,37,0.482,0,0.119
532,48,6,True,3.36,2.39,9.0,22.83,8744,19,0.482,0,0.119
532,49,0,False,7.71,2.92,6.87,23.05,7346,20,0.482,0,0.119
532,50,1,False,9.23,3.99,6.3,25.31,5314,27,0.482,0,0.119
532,51,2,False,9.08,3.79,7.33,23.82,8416,33,0.482,0,0.119
532,52,3,False,8.51,2.59,5.88,25.01,8030,32,0.482,0,0.119
532,53,4,False,10.76,2.77,5.14,25.23,8275,10,0.482,0,0.119
532,54,5,True,4.68,2.04,5.78,24.62,10324,45,0.482,0,0.119
532,55,6,True,3.32,3.07,7.61,24.02,6382,11,0.482,0,0.119
533,0,0,False,11.81,4.29,6.22,24.54,7260,26,0.838,1,0.997
533,1,1,False,9.64,3.05,6.03,25.79,1705,30,0.838,1,0.997
533,2,2,False,8.69,3.99,7.5,25.99,7384,17,0.838,1,0.997
533,3,3,False,11.07,3.51,4.63,23.61,4280,34,0.838,1,0.997
533,4,4,False,10.23,4.39,6.82,28.04,3708,5,0.838,1,0.997
533,5,5,True,4.54,4.48,4.98,28.71,7068,19,0.838,1,0.997
533,6,6,True,4.66,4.1,6.23,24.68,6700,37,0.838,1,0.997
533,7,0,False,9.27,4.52,5.48,23.09,5273,10,0.838,1,0.997
533,8,1,False,10.23,4.32,5.89,25.08,5560,14,0.838,1,0.997
533,9,2,False,10.4,4.93,6.11,25.18,7018,11,0.838,1,0.997
533,10,3,False,10.52,3.84,4.5,23.13,7496,18,0.838,1,0.997
533,11,4,False,10.19,4.42,5.04,24.54,6143,14,0.838,1,0.997
533,12,5,True,4.36,4.76,5.33,23.73,8236,17,0.838,1,0.997
533,13,6,True,3.24,3.72,5.94,26.28,5593,13,0.838,1,0.997
533,14,0,False,10.88,3.71,4.33,23.17,4489,29,0.838,1,0.997
533,15,1,False,9.58,4.01,6.73,24.45,4247,33,0.838,1,0.997
533,16,2,False,8.93,4.77,4.34,24.73,6016,5,0.838,1,0.997
533,17,3,False,9.42,4.05,4.17,24.97,5545,11,0.838,1,0.997
533,18,4,False,9.5,4.65,4.77,23.95,7158,25,0.838,1,0.997
533,19,5,True,5.43,3.45,5.38,24.19,5124,8,0.838,1,0.997
533,20,6,True,3.77,4.79,7.5,25.62,5166,0,0.838,1,0.997
533,21,0,False,10.07,3.54,4.86,27.34,3075,13,0.838,1,0.997
533,22,1,False,8.7,4.0,6.39,24.33,4605,13,0.838,1,0.997
533,23,2,False,9.65,4.36,4.57,25.24,7572,18,0.838,1,0.997
533,24,3,False,9.12,3.97,3.85,26.46,5631,13,0.838,1,0.997
533,25,4,False,8.66,5.51,5.52,23.76,4346,31,0.838,1,0.997
533,26,5,True,5.48,4.16,6.58,24.49,6443,26,0.838,1,0.997
533,27,6,True,6.09,3.87,5.69,25.46,7722,14,0.838,1,0.997
533,28,0,False,9.51,4.28,4.57,26.17,5688,18,0.838,1,0.997
533,29,1,False,9.92,4.61,3.72,24.48,6577,13,0.838,1,0.997
533,30,2,False,9.94,3.89,7.09,25.37,4821,35,0.838,1,0.997
533,31,3,False,8.64,3.59,4.61,21.6,3308,18,0.838,1,0.997
533,32,4,False,10.37,4.04,6.28,25.16,5297,20,0.838,1,0.997
533,33,5,True,5.68,4.11,6.21,26.28,8058,7,0.838,1,0.997
533,34,6,True,2.91,3.34,5.27,25.44,5577,1,0.838,1,0.997
533,35,0,False,10.03,4.15,4.61,27.21,5706,9,0.838,1,0.997
533,36,1,False,10.51,4.26,5.45,25.9,5358,20,0.838,1,0.997
533,37,2,False,10.1,4.27,7.23,26.67,3808,24,0.838,1,0.997
533,38,3,False,8.97,3.86,4.62,26.37,7400,14,0.838,1,0.997
533,39,4,False,8.94,4.01,3.85,25.07,4326,19,0.838,1,0.997
533,40,5,True,4.73,3.67,6.09,24.26,4144,18,0.838,1,0.997
533,41,6,True,5.44,3.63,6.16,26.44,5721,31,0.838,1,0.997
533,42,0,False,9.95,4.52,3.36,24.67,3872,28,0.838,1,0.997
533,43,1,False,8.46,3.84,4.72,25.56,6259,16,0.838,1,0.997
533,44,2,False,10.84,4.24,4.91,25.04,6385,18,0.838,1,0.997
533,45,3,False,10.57,3.35,4.7,23.56,8532,17,0.838,1,0.997
533,46,4,False,10.12,4.25,4.14,24.4,5804,9,0.838,1,0.997
533,47,5,True,5.17,4.35,7.94,25.04,7193,14,0.838,1,0.997
533,48,6,True,4.07,4.28,6.3,24.46,4431,19,0.838,1,0.997
533,49,0,False,10.28,3.95,6.94,23.5,3860,21,0.838,1,0.997
533,50,1,False,9.46,3.74,4.19,24.76,8381,16,0.838,1,0.997
533,51,2,False,9.6,4.29,4.18,23.88,6718,23,0.838,1,0.997
533,52,3,False,9.88,3.73,4.5,23.54,5030,14,0.838,1,0.997
533,53,4,False,10.66,2.83,3.68,26.02,6749,5,0.838,1,0.997
533,54,5,True,4.41,3.2,4.51,23.14,6532,24,0.838,1,0.997
533,55,6,True,4.8,4.61,6.89,23.49,4110,20,0.838,1,0.997
534,0,0,False,8.23,3.09,4.89,22.98,8646,35,0.287,0,0.005
534,1,1,False,9.22,2.27,6.54,23.03,5585,18,0.287,0,0.005
534,2,2,False,8.88,2.73,6.38,23.22,6463,39,0.287,0,0.005
534,3,3,False,9.22,1.26,7.64,22.72,8749,18,0.287,0,0.005
534,4,4,False,6.63,3.01,8.95,24.13,7693,33,0.287,0,0.005
534,5,5,True,3.92,2.35,7.76,23.29,8280,16,0.287,0,0.005
534,6,6,True,3.3,2.37,8.78,24.79,9083,26,0.287,0,0.005
534,7,0,False,9.32,2.55,6.95,22.7,8826,48,0.287,0,0.005
534,8,1,False,8.54,2.45,6.83,23.04,8299,42,0.287,0,0.005
534,9,2,False,9.54,2.42,6.09,22.91,8306,29,0.287,0,0.005
534,10,3,False,7.52,2.39,8.28,22.94,6577,36,0.287,0,0.005
534,11,4,False,7.42,2.32,6.46,24.38,8732,27,0.287,0,0.005
534,12,5,True,3.63,2.57,7.25,25.18,8869,55,0.287,0,0.005
534,13,6,True,3.83,2.72,9.63,24.75,7517,35,0.287,0,0.005
534,14,0,False,8.0,2.01,7.31,23.19,6330,30,0.287,0,0.005
534,15,1,False,9.06,4.05,7.64,22.64,6726,31,0.287,0,0.005
534,16,2,False,9.59,2.72,6.18,24.32,8300,14,0.287,0,0.005
534,17,3,False,7.67,3.56,7.04,24.05,9411,31,0.287,0,0.005
534,18,4,False,8.56,2.86,6.14,22.83,6564,32,0.287,0,0.005
534,19,5,True,2.09,2.36,7.73,24.25,9749,56,0.287,0,0.005
534,20,6,True,2.39,2.21,8.06,24.11,7003,35,0.287,0,0.005
534,21,0,False,9.56,3.42,7.99,24.19,9475,27,0.287,0,0.005
534,22,1,False,9.82,3.47,6.69,23.37,7349,31,0.287,0,0.005
534,23,2,False,7.3,1.66,5.59,24.48,8708,21,0.287,0,0.005
534,24,3,False,9.38,2.46,7.35,24.49,6764,39,0.287,0,0.005
534,25,4,False,8.53,1.64,7.16,23.3,6740,40,0.287,0,0.005
534,26,5,True,4.09,1.72,6.21,23.2,7341,46,0.287,0,0.005
534,27,6,True,2.7,2.34,7.56,24.13,6851,52,0.287,0,0.005
534,28,0,False,9.91,2.67,7.23,22.54,8072,33,0.287,0,0.005
534,29,1,False,10.13,1.53,5.79,23.82,7055,57,0.287,0,0.005
534,30,2,False,7.85,3.29,4.97,24.1,9734,17,0.287,0,0.005
534,31,3,False,6.38,0.84,6.9,23.39,7877,47,0.287,0,0.005
534,32,4,False,8.64,2.23,6.09,24.41,8261,28,0.287,0,0.005
534,33,5,True,4.06,1.92,6.85,23.84,6744,20,0.287,0,0.005
534,34,6,True,3.16,2.46,7.02,23.47,9457,24,0.287,0,0.005
534,35,0,False,6.38,2.93,5.55,23.0,5332,35,0.287,0,0.005
534,36,1,False,9.21,3.25,8.05,24.46,7947,35,0.287,0,0.005
534,37,2,False,8.85,2.17,7.34,23.79,7176,40,0.287,0,0.005
534,38,3,False,8.73,2.61,6.16,21.58,8101,18,0.287,0,0.005
534,39,4,False,9.78,2.12,5.69,23.19,7648,43,0.287,0,0.005
534,40,5,True,4.55,2.39,6.84,23.95,7910,44,0.287,0,0.005
534,41,6,True,2.37,3.54,7.65,23.37,10027,38,0.287,0,0.005
534,42,0,False,9.34,2.61,7.04,24.43,6958,43,0.287,0,0.005
534,43,1,False,8.22,2.76,8.04,24.46,7638,16,0.287,0,0.005
534,44,2,False,9.53,1.75,6.96,23.36,9070,25,0.287,0,0.005
534,45,3,False,7.47,1.1,6.98,23.38,6750,31,0.287,0,0.005
534,46,4,False,8.96,2.67,5.63,24.11,9021,6,0.287,0,0.005
534,47,5,True,3.84,2.79,6.94,22.82,8847,19,0.287,0,0.005
534,48,6,True,4.34,2.38,8.66,23.21,9664,34,0.287,0,0.005
534,49,0,False,7.94,1.85,7.35,24.25,9065,27,0.287,0,0.005
534,50,1,False,8.14,4.03,7.19,24.07,8415,41,0.287,0,0.005
534,51,2,False,8.8,2.15,5.6,22.26,6584,12,0.287,0,0.005
534,52,3,False,7.62,2.39,6.24,24.0,6734,36,0.287,0,0.005
534,53,4,False,8.18,0.51,8.3,23.38,6879,17,0.287,0,0.005
534,54,5,True,3.84,2.95,6.87,23.33,9696,25,0.287,0,0.005
534,55,6,True,4.73,2.84,7.57,22.88,9427,19,0.287,0,0.005
535,0,0,False,10.96,2.68,7.18,22.91,4712,30,0.541,1,0.773
535,1,1,False,9.69,3.0,6.61,24.93,5112,23,0.541,1,0.773
535,2,2,False,8.52,2.97,5.45,25.0,5152,37,0.541,1,0.773
535,3,3,False,7.78,3.96,5.42,25.03,4554,31,0.541,1,0.773
535,4,4,False,9.43,3.36,6.1,25.72,4814,34,0.541,1,0.773
535,5,5,True,4.52,2.35,7.28,24.64,4057,8,0.541,1,0.773
535,6,6,True,4.84,3.19,6.16,24.06,6862,17,0.541,1,0.773
535,7,0,False,9.01,3.25,6.54,24.55,8586,31,0.541,1,0.773
535,8,1,False,10.53,1.52,8.01,25.33,2600,13,0.541,1,0.773
535,9,2,False,9.37,3.3,6.8,24.72,3291,28,0.541,1,0.773
535,10,3,False,10.33,2.99,5.79,25.12,4091,19,0.541,1,0.773
535,11,4,False,10.25,2.92,6.94,23.2,4682,22,0.541,1,0.773
535,12,5,True,5.67,2.72,7.04,24.17,5074,37,0.541,1,0.773
535,13,6,True,4.91,3.54,6.49,24.11,7211,40,0.541,1,0.773
535,14,0,False,9.26,2.88,4.67,23.22,6055,9,0.541,1,0.773
535,15,1,False,10.14,2.95,5.07,24.07,3792,12,0.541,1,0.773
535,16,2,False,9.32,3.6,5.68,22.87,6774,16,0.541,1,0.773
535,17,3,False,9.97,4.14,3.89,22.32,6536,42,0.541,1,0.773
535,18,4,False,10.38,3.3,7.91,24.8,4031,47,0.541,1,0.773
535,19,5,True,4.63,3.2,4.99,25.34,4448,16,0.541,1,0.773
535,20,6,True,2.78,3.17,5.83,23.4,4225,22,0.541,1,0.773
535,21,0,False,8.21,3.39,5.18,23.33,2767,44,0.541,1,0.773
535,22,1,False,9.3,2.84,5.04,25.47,5601,35,0.541,1,0.773
535,23,2,False,10.09,3.54,5.61,24.81,6529,34,0.541,1,0.773
535,24,3,False,10.26,3.12,5.8,24.73,5795,27,0.541,1,0.773
535,25,4,False,10.46,3.28,5.06,23.26,5838,21,0.541,1,0.773
535,26,5,True,5.93,3.22,5.86,23.06,7623,10,0.541,1,0.773
535,27,6,True,4.29,3.43,4.84,23.1,4360,47,0.541,1,0.773
535,28,0,False,9.5,3.34,7.75,23.89,1753,1,0.541,1,0.773
535,29,1,False,8.51,3.51,7.69,24.73,4151,17,0.541,1,0.773
535,30,2,False,11.45,4.74,6.1,24.81,5367,23,0.541,1,0.773
535,31,3,False,9.54,2.25,5.14,24.49,7100,26,0.541,1,0.773
535,32,4,False,12.28,2.61,6.27,25.08,4404,38,0.541,1,0.773
535,33,5,True,6.42,2.4,6.29,22.87,3483,39,0.541,1,0.773
535,34,6,True,5.01,2.65,7.43,22.63,5792,23,0.541,1,0.773
535,35,0,False,9.66,2.88,5.38,25.11,4983,30,0.541,1,0.773
535,36,1,False,8.74,2.04,5.65,22.94,4734,35,0.541,1,0.773
535,37,2,False,8.79,3.98,6.24,26.33,5212,31,0.541,1,0.773
535,38,3,False,7.39,2.7,5.53,25.78,3942,38,0.541,1,0.773
535,39,4,False,10.9,2.5,6.65,24.22,6040,27,0.541,1,0.773
535,40,5,True,3.85,2.43,7.61,22.95,7023,21,0.541,1,0.773
535,41,6,True,5.74,3.74,7.56,24.27,6534,27,0.541,1,0.773
535,42,0,False,9.53,3.78,6.09,24.4,7567,42,0.541,1,0.773
535,43,1,False,7.74,1.64,7.12,25.38,4348,40,0.541,1,0.773
535,44,2,False,8.85,2.86,7.57,23.41,4782,26,0.541,1,0.773
535,45,3,False,10.51,2.56,4.96,23.81,4559,29,0.541,1,0.773
535,46,4,False,8.58,3.14,5.52,24.12,6461,39,0.541,1,0.773
535,47,5,True,4.34,3.97,5.11,24.57,7952,24,0.541,1,0.773
535,48,6,True,5.37,3.08,6.98,24.04,3412,28,0.541,1,0.773
535,49,0,False,10.08,2.68,5.82,23.78,6190,34,0.541,1,0.773
535,50,1,False,9.23,2.68,7.14,24.09,7157,17,0.541,1,0.773
535,51,2,False,9.9,2.6,5.28,25.03,3258,30,0.541,1,0.773
535,52,3,False,10.43,3.19,5.94,24.9,2231,41,0.541,1,0.773
535,53,4,False,9.99,3.25,5.67,24.46,7653,36,0.541,1,0.773
535,54,5,True,3.03,2.55,6.8,23.21,4175,28,0.541,1,0.773
535,55,6,True,4.35,3.24,7.04,23.52,4565,20,0.541,1,0.773
536,0,0,False,5.78,2.69,6.15,24.62,6156,26,0.403,0,0.017
536,1,1,False,8.38,2.07,5.83,24.43,5355,22,0.403,0,0.017
536,2,2,False,8.9,3.51,6.59,24.62,4072,32,0.403,0,0.017
536,3,3,False,10.57,2.73,6.98,22.76,5103,30,0.403,0,0.017
536,4,4,False,6.95,2.78,7.41,22.98,5779,24,0.403,0,0.017
536,5,5,True,2.47,2.6,7.1,26.14,4678,20,0.403,0,0.017
536,6,6,True,1.81,2.7,7.23,24.09,6621,42,0.403,0,0.017
536,7,0,False,8.67,3.58,7.85,23.42,4253,37,0.403,0,0.017
536,8,1,False,8.12,2.96,6.51,24.4,4249,40,0.403,0,0.017
536,9,2,False,8.49,2.61,7.85,22.9,2789,23,0.403,0,0.017
536,10,3,False,8.53,3.04,7.83,24.94,6982,36,0.403,0,0.017
536,11,4,False,7.1,3.06,7.3,24.44,3953,28,0.403,0,0.017
536,12,5,True,4.24,1.42,7.13,23.42,7547,29,0.403,0,0.017
536,13,6,True,2.92,2.26,7.54,22.99,6787,22,0.403,0,0.017
536,14,0,False,8.41,1.99,6.48,23.72,7963,35,0.403,0,0.017
536,15,1,False,10.26,2.75,7.25,23.07,8791,45,0.403,0,0.017
536,16,2,False,8.41,3.23,6.52,23.28,6401,38,0.403,0,0.017
536,17,3,False,8.78,2.81,8.33,24.18,9404,38,0.403,0,0.017
536,18,4,False,9.0,3.18,6.23,23.48,6360,50,0.403,0,0.017
536,19,5,True,3.77,2.44,8.18,24.09,7031,22,0.403,0,0.017
536,20,6,True,2.31,3.17,6.82,22.68,8710,23,0.403,0,0.017
536,21,0,False,8.48,2.42,8.31,23.55,8351,45,0.403,0,0.017
536,22,1,False,8.58,2.24,5.0,24.08,8855,22,0.403,0,0.017
536,23,2,False,9.55,2.47,7.59,24.84,6348,37,0.403,0,0.017
536,24,3,False,8.43,2.32,5.03,22.58,4799,47,0.403,0,0.017
536,25,4,False,8.62,2.81,6.69,23.11,6413,18,0.403,0,0.017
536,26,5,True,4.03,1.8,7.07,24.5,8014,31,0.403,0,0.017
536,27,6,True,3.54,3.53,7.46,23.32,7678,28,0.403,0,0.017
536,28,0,False,8.17,2.89,5.88,22.89,5473,9,0.403,0,0.017
536,29,1,False,9.94,3.78,6.88,23.13,7533,34,0.403,0,0.017
536,30,2,False,10.08,1.94,5.64,22.81,5936,18,0.403,0,0.017
536,31,3,False,8.75,3.96,8.02,22.67,7111,32,0.403,0,0.017
536,32,4,False,9.31,2.73,6.37,23.61,3250,26,0.403,0,0.017
536,33,5,True,3.35,3.18,7.56,23.5,8648,31,0.403,0,0.017
536,34,6,True,2.23,2.3,6.68,23.97,5649,38,0.403,0,0.017
536,35,0,False,8.7,2.5,6.68,23.51,6664,27,0.403,0,0.017
536,36,1,False,9.52,1.81,6.26,24.05,3334,38,0.403,0,0.017
536,37,2,False,8.74,3.17,4.29,24.72,8774,36,0.403,0,0.017
536,38,3,False,9.53,2.81,7.08,24.12,10866,29,0.403,0,0.017
536,39,4,False,7.99,2.41,8.08,23.56,7557,25,0.403,0,0.017
536,40,5,True,4.86,3.21,7.89,25.34,5189,50,0.403,0,0.017
536,41,6,True,5.05,3.4,7.5,24.84,7640,35,0.403,0,0.017
536,42,0,False,11.0,2.4,5.99,23.94,4982,22,0.403,0,0.017
536,43,1,False,8.53,2.89,8.41,23.31,7120,13,0.403,0,0.017
536,44,2,False,9.18,3.0,5.84,24.18,5541,0,0.403,0,0.017
536,45,3,False,6.61,1.56,7.07,23.53,6643,32,0.403,0,0.017
536,46,4,False,8.27,2.59,7.6,22.89,6633,34,0.403,0,0.017
536,47,5,True,4.02,2.05,6.39,22.76,5499,34,0.403,0,0.017
536,48,6,True,4.04,2.48,7.03,22.9,8815,0,0.403,0,0.017
536,49,0,False,9.64,3.53,6.29,24.28,7624,29,0.403,0,0.017
536,50,1,False,8.21,3.12,5.89,23.65,7829,34,0.403,0,0.017
536,51,2,False,8.35,3.1,6.16,23.86,8815,54,0.403,0,0.017
536,52,3,False,8.12,3.38,5.97,23.89,5999,24,0.403,0,0.017
536,53,4,False,9.42,2.65,7.2,25.53,5638,37,0.403,0,0.017
536,54,5,True,2.95,2.64,8.51,23.76,7126,33,0.403,0,0.017
536,55,6,True,2.82,2.27,8.42,24.82,9119,23,0.403,0,0.017
537,0,0,False,9.0,3.57,4.43,24.94,9291,29,0.608,1,0.722
537,1,1,False,9.36,3.05,7.3,23.66,8869,44,0.608,1,0.722
537,2,2,False,10.31,2.99,6.88,22.35,7932,16,0.608,1,0.722
537,3,3,False,9.58,2.06,7.16,23.0,7901,29,0.608,1,0.722
537,4,4,False,10.53,2.7,5.79,24.32,7770,26,0.608,1,0.722
537,5,5,True,5.57,2.96,5.71,25.65,11053,42,0.608,1,0.722
537,6,6,True,4.37,3.28,5.81,23.78,8064,29,0.608,1,0.722
537,7,0,False,9.48,2.8,4.36,25.95,7733,26,0.608,1,0.722
537,8,1,False,7.6,2.61,6.57,22.84,6590,24,0.608,1,0.722
537,9,2,False,8.23,3.79,5.89,23.87,7772,20,0.608,1,0.722
537,10,3,False,11.13,3.84,8.75,24.33,11091,16,0.608,1,0.722
537,11,4,False,11.02,3.37,6.11,24.5,8971,25,0.608,1,0.722
537,12,5,True,2.42,3.19,6.48,24.49,9914,23,0.608,1,0.722
537,13,6,True,3.86,3.99,7.03,24.4,8229,21,0.608,1,0.722
537,14,0,False,9.1,2.65,6.68,24.93,7019,15,0.608,1,0.722
537,15,1,False,9.16,3.57,7.17,23.08,8795,39,0.608,1,0.722
537,16,2,False,10.48,2.87,4.71,24.15,9923,32,0.608,1,0.722
537,17,3,False,9.56,4.06,5.49,23.89,7410,13,0.608,1,0.722
537,18,4,False,9.05,2.41,5.01,27.53,8981,21,0.608,1,0.722
537,19,5,True,4.16,2.79,7.89,23.61,8704,22,0.608,1,0.722
537,20,6,True,4.61,2.55,6.92,23.16,8573,38,0.608,1,0.722
537,21,0,False,10.44,3.41,3.93,26.04,9457,21,0.608,1,0.722
537,22,1,False,10.41,4.22,6.44,24.88,8168,22,0.608,1,0.722
537,23,2,False,9.1,3.41,5.75,26.03,7504,45,0.608,1,0.722
537,24,3,False,8.74,4.48,7.08,22.5,6847,18,0.608,1,0.722
537,25,4,False,8.8,3.83,6.16,24.67,3653,15,0.608,1,0.722
537,26,5,True,4.27,4.95,6.43,24.22,8836,40,0.608,1,0.722
537,27,6,True,5.36,3.95,7.16,23.52,11086,2,0.608,1,0.722
537,28,0,False,10.56,2.28,7.89,24.08,6416,30,0.608,1,0.722
537,29,1,False,8.44,3.4,6.36,24.25,8548,30,0.608,1,0.722
537,30,2,False,10.0,4.26,4.9,24.09,8874,14,0.608,1,0.722
537,31,3,False,7.17,3.48,7.29,24.78,7548,19,0.608,1,0.722
537,32,4,False,9.18,4.07,8.53,25.06,7097,30,0.608,1,0.722
537,33,5,True,4.51,3.22,5.94,23.36,7928,11,0.608,1,0.722
537,34,6,True,5.25,3.97,6.15,25.38,9959,38,0.608,1,0.722
537,35,0,False,9.96,3.46,3.87,24.89,6222,14,0.608,1,0.722
537,36,1,False,10.93,3.94,7.18,25.61,8769,6,0.608,1,0.722
537,37,2,False,8.25,3.8,5.53,24.87,8003,16,0.608,1,0.722
537,38,3,False,8.51,2.71,6.71,23.18,4563,31,0.608,1,0.722
537,39,4,False,10.43,3.49,4.38,26.32,6776,26,0.608,1,0.722
537,40,5,True,4.15,3.22,7.3,24.91,6156,26,0.608,1,0.722
537,41,6,True,3.29,2.05,3.9,24.69,8497,30,0.608,1,0.722
537,42,0,False,10.22,3.52,5.03,24.83,5996,19,0.608,1,0.722
537,43,1,False,9.76,4.04,6.83,24.83,10463,45,0.608,1,0.722
537,44,2,False,10.04,3.95,6.08,24.45,7193,18,0.608,1,0.722
537,45,3,False,10.73,4.03,6.04,24.16,7210,23,0.608,1,0.722
537,46,4,False,9.22,3.52,4.98,24.46,8371,34,0.608,1,0.722
537,47,5,True,2.94,3.38,4.53,23.67,9939,26,0.608,1,0.722
537,48,6,True,3.64,3.38,6.44,25.28,9205,24,0.608,1,0.722
537,49,0,False,10.82,2.66,5.39,22.29,11618,14,0.608,1,0.722
537,50,1,False,9.45,2.2,6.78,23.46,8125,21,0.608,1,0.722
537,51,2,False,10.09,2.97,8.08,24.16,8736,20,0.608,1,0.722
537,52,3,False,9.43,3.06,7.11,23.81,5293,32,0.608,1,0.722
537,53,4,False,9.46,2.92,3.86,25.13,9363,1,0.608,1,0.722
537,54,5,True,4.06,3.53,6.57,24.26,8202,27,0.608,1,0.722
537,55,6,True,5.57,3.1,5.28,24.19,8148,32,0.608,1,0.722
538,0,0,False,7.78,3.47,7.63,23.07,4871,12,0.53,0,0.475
538,1,1,False,7.95,3.7,5.1,23.55,4516,24,0.53,0,0.475
538,2,2,False,7.27,3.17,6.34,23.41,5803,12,0.53,0,0.475
538,3,3,False,6.87,3.73,5.22,25.01,5464,32,0.53,0,0.475
538,4,4,False,10.06,2.26,6.17,23.73,4920,27,0.53,0,0.475
538,5,5,True,2.86,2.55,6.49,23.12,5826,34,0.53,0,0.475
538,6,6,True,3.06,3.21,6.86,23.78,9047,30,0.53,0,0.475
538,7,0,False,7.76,3.25,6.57,24.4,6673,29,0.53,0,0.475
538,8,1,False,7.6,3.48,7.94,25.43,2096,20,0.53,0,0.475
538,9,2,False,8.69,2.5,6.06,25.74,7865,22,0.53,0,0.475
538,10,3,False,6.97,2.67,6.66,25.51,7690,30,0.53,0,0.475
538,11,4,False,8.31,3.01,8.74,22.65,6608,20,0.53,0,0.475
538,12,5,True,2.94,3.55,7.72,24.55,5924,32,0.53,0,0.475
538,13,6,True,3.05,3.37,5.79,23.74,5270,21,0.53,0,0.475
538,14,0,False,8.63,3.24,5.57,22.77,4594,26,0.53,0,0.475
538,15,1,False,8.58,2.79,6.3,25.31,7508,13,0.53,0,0.475
538,16,2,False,8.28,3.17,4.78,25.75,5879,22,0.53,0,0.475
538,17,3,False,9.85,3.52,7.32,23.63,6992,17,0.53,0,0.475
538,18,4,False,8.85,3.61,7.1,23.87,3107,22,0.53,0,0.475
538,19,5,True,5.29,2.72,7.14,23.74,6840,29,0.53,0,0.475
538,20,6,True,4.17,2.33,5.49,23.37,5758,24,0.53,0,0.475
538,21,0,False,7.08,4.43,4.61,24.68,7242,22,0.53,0,0.475
538,22,1,False,7.55,2.7,8.07,24.14,5050,23,0.53,0,0.475
538,23,2,False,7.02,3.87,5.74,23.83,5169,19,0.53,0,0.475
538,24,3,False,7.47,2.02,6.47,23.81,4100,36,0.53,0,0.475
538,25,4,False,9.53,1.56,5.79,23.35,6188,24,0.53,0,0.475
538,26,5,True,5.19,2.07,6.26,22.45,5203,15,0.53,0,0.475
538,27,6,True,4.48,3.3,6.23,22.87,7168,27,0.53,0,0.475
538,28,0,False,8.11,4.27,7.98,24.39,2292,22,0.53,0,0.475
538,29,1,False,6.88,3.94,7.63,24.07,6670,35,0.53,0,0.475
538,30,2,False,8.81,3.47,8.56,24.06,4013,25,0.53,0,0.475
538,31,3,False,8.24,3.44,8.31,24.4,7769,6,0.53,0,0.475
538,32,4,False,9.32,2.91,6.61,25.36,7436,21,0.53,0,0.475
538,33,5,True,4.93,3.25,6.59,24.64,4214,0,0.53,0,0.475
538,34,6,True,4.66,2.73,8.58,23.97,3466,24,0.53,0,0.475
538,35,0,False,9.42,2.62,6.76,23.55,6688,7,0.53,0,0.475
538,36,1,False,10.28,3.03,5.49,24.88,5541,22,0.53,0,0.475
538,37,2,False,8.14,2.72,6.85,25.0,6022,24,0.53,0,0.475
538,38,3,False,10.63,2.66,6.48,23.02,4686,6,0.53,0,0.475
538,39,4,False,9.49,1.97,4.38,24.45,7745,38,0.53,0,0.475
538,40,5,True,4.63,2.28,7.5,23.72,2809,24,0.53,0,0.475
